"Provinsi","Kota","Jumlah AHH","AHH","Jumlah RLS","RLS","Jumlah HLS","HLS","Pengeluaran","PPK","Jumlah IPM","IPM"
"Sumatera Utara","Humbang Hasundutan","74.07","Tinggi","10.01","Tinggi","13.32","Tinggi","  8,476.00 ","Sedang","70.75","=IF(K39>=80,""Sangat Tinggi"",IF(K39>=70,""Tinggi"",IF(K39>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Pakpak Bharat","72.61","Tinggi","9.61","Sedang","13.9","Tinggi","  8,764.00 ","Sedang","69.58","=IF(K40>=80,""Sangat Tinggi"",IF(K40>=70,""Tinggi"",IF(K40>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Samosir","74.1","Tinggi","9.47","Sedang","13.51","Tinggi","  9,158.00 ","Sedang","72.08","=IF(K41>=80,""Sangat Tinggi"",IF(K41>=70,""Tinggi"",IF(K41>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Serdang Bedagai","73.11","Tinggi","8.85","Sedang","12.64","Tinggi","  11,695.00 ","Tinggi","71.75","=IF(K42>=80,""Sangat Tinggi"",IF(K42>=70,""Tinggi"",IF(K42>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Batu Bara","72.63","Tinggi","8.5","Sedang","13.11","Tinggi","  10,933.00 ","Tinggi","70.31","=IF(K43>=80,""Sangat Tinggi"",IF(K43>=70,""Tinggi"",IF(K43>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Padang Lawas Utara","71.57","Tinggi","9.55","Sedang","13.53","Tinggi","  10,615.00 ","Tinggi","71.63","=IF(K44>=80,""Sangat Tinggi"",IF(K44>=70,""Tinggi"",IF(K44>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Padang Lawas Utara","71.52","Tinggi","9.43","Sedang","13.7","Tinggi","  9,395.00 ","Sedang","70.34","=IF(K45>=80,""Sangat Tinggi"",IF(K45>=70,""Tinggi"",IF(K45>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Labuhan Batu Selatan","72.46","Tinggi","8.93","Sedang","13.42","Tinggi","  11,950.00 ","Tinggi","72.82","=IF(K46>=80,""Sangat Tinggi"",IF(K46>=70,""Tinggi"",IF(K46>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Labuhan Batu Utara","74.06","Tinggi","8.87","Sedang","13.57","Tinggi","  12,429.00 ","Tinggi","73.63","=IF(K47>=80,""Sangat Tinggi"",IF(K47>=70,""Tinggi"",IF(K47>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Nias Utara","72.12","Tinggi","6.85","Rendah","13.36","Tinggi","  6,788.00 ","Rendah","64.64","=IF(K48>=80,""Sangat Tinggi"",IF(K48>=70,""Tinggi"",IF(K48>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Nias Barat","72.3","Tinggi","7.07","Sedang","12.98","Tinggi","  6,382.00 ","Rendah","63.70","=IF(K49>=80,""Sangat Tinggi"",IF(K49>=70,""Tinggi"",IF(K49>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Sibolga","74.02","Tinggi","10.44","Tinggi","13.42","Tinggi","  12,285.00 ","Tinggi","75.20","=IF(K50>=80,""Sangat Tinggi"",IF(K50>=70,""Tinggi"",IF(K50>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Tanjung Balai","74.01","Tinggi","9.68","Sedang","13.14","Tinggi","  11,753.00 ","Tinggi","70.59","=IF(K51>=80,""Sangat Tinggi"",IF(K51>=70,""Tinggi"",IF(K51>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Pematang Siantar","74.75","Tinggi","11.58","Tinggi","14.6","Tinggi","  12,984.00 ","Tinggi","80.46","=IF(K52>=80,""Sangat Tinggi"",IF(K52>=70,""Tinggi"",IF(K52>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Tebing Tinggi","74.07","Tinggi","10.86","Tinggi","13.12","Tinggi","  13,385.00 ","Tinggi","76.98","=IF(K53>=80,""Sangat Tinggi"",IF(K53>=70,""Tinggi"",IF(K53>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Medan","74.76","Tinggi","11.62","Tinggi","14.78","Tinggi","  15,674.00 ","Tinggi","82.19","=IF(K54>=80,""Sangat Tinggi"",IF(K54>=70,""Tinggi"",IF(K54>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Binjai","74.18","Tinggi","11.19","Tinggi","14.17","Tinggi","  11,567.00 ","Tinggi","77.60","=IF(K55>=80,""Sangat Tinggi"",IF(K55>=70,""Tinggi"",IF(K55>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Padang Sidimpuan","73.54","Tinggi","11.12","Tinggi","14.59","Tinggi","  11,552.00 ","Tinggi","76.44","=IF(K56>=80,""Sangat Tinggi"",IF(K56>=70,""Tinggi"",IF(K56>=60,""Sedang"",""Rendah"")))"
"Sumatera Utara","Kota Gunung Sitoli","74.03","Tinggi","8.65","Sedang","13.78","Tinggi","  8,635.00 ","Sedang","70.68","=IF(K57>=80,""Sangat Tinggi"",IF(K57>=70,""Tinggi"",IF(K57>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kepulauan Mentawai","71.06","Tinggi","7.76","Sedang","12.9","Tinggi","  6,891.00 ","Rendah","63.13","=IF(K58>=80,""Sangat Tinggi"",IF(K58>=70,""Tinggi"",IF(K58>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Pesisir Selatan","73.27","Tinggi","8.58","Sedang","13.36","Tinggi","  9,953.00 ","Sedang","71.44","=IF(K59>=80,""Sangat Tinggi"",IF(K59>=70,""Tinggi"",IF(K59>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Solok","72.31","Tinggi","7.9","Sedang","13.55","Tinggi","  10,717.00 ","Tinggi","70.63","=IF(K60>=80,""Sangat Tinggi"",IF(K60>=70,""Tinggi"",IF(K60>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Sijunjung","72.59","Tinggi","8.57","Sedang","12.72","Tinggi","  11,018.00 ","Tinggi","69.65","=IF(K61>=80,""Sangat Tinggi"",IF(K61>=70,""Tinggi"",IF(K61>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Tanah Datar","74.19","Tinggi","9.02","Sedang","14.78","Tinggi","  10,905.00 ","Tinggi","73.98","=IF(K62>=80,""Sangat Tinggi"",IF(K62>=70,""Tinggi"",IF(K62>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Padang Pariaman","73.77","Tinggi","8.41","Sedang","14.19","Tinggi","  11,432.00 ","Tinggi","72.61","=IF(K63>=80,""Sangat Tinggi"",IF(K63>=70,""Tinggi"",IF(K63>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Agam","74.22","Tinggi","9.22","Sedang","13.89","Tinggi","  10,402.00 ","Tinggi","73.98","=IF(K64>=80,""Sangat Tinggi"",IF(K64>=70,""Tinggi"",IF(K64>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Lima Puluh Kota","73.25","Tinggi","8.12","Sedang","13.41","Tinggi","  10,285.00 ","Tinggi","70.70","=IF(K65>=80,""Sangat Tinggi"",IF(K65>=70,""Tinggi"",IF(K65>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Pasaman","72.04","Tinggi","8.13","Sedang","13.25","Tinggi","  8,908.00 ","Sedang","68.13","=IF(K66>=80,""Sangat Tinggi"",IF(K66>=70,""Tinggi"",IF(K66>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Solok Selatan","72.22","Tinggi","8.69","Sedang","12.8","Tinggi","  10,884.00 ","Tinggi","70.58","=IF(K67>=80,""Sangat Tinggi"",IF(K67>=70,""Tinggi"",IF(K67>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Dhamasraya","74.04","Tinggi","8.71","Sedang","12.68","Tinggi","  11,901.00 ","Tinggi","73.04","=IF(K68>=80,""Sangat Tinggi"",IF(K68>=70,""Tinggi"",IF(K68>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Pasaman Barat","72.44","Tinggi","8.81","Sedang","13.7","Tinggi","  9,538.00 ","Sedang","70.19","=IF(K69>=80,""Sangat Tinggi"",IF(K69>=70,""Tinggi"",IF(K69>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kota Padang","74.94","Tinggi","11.62","Tinggi","16.56","Tinggi","  15,089.00 ","Tinggi","83.58","=IF(K70>=80,""Sangat Tinggi"",IF(K70>=70,""Tinggi"",IF(K70>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kota Solok","74.56","Tinggi","11.36","Tinggi","14.36","Tinggi","  12,709.00 ","Tinggi","79.58","=IF(K71>=80,""Sangat Tinggi"",IF(K71>=70,""Tinggi"",IF(K71>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kota Sawah Lunto","73.79","Tinggi","10.44","Tinggi","13.69","Tinggi","  10,829.00 ","Tinggi","74.42","=IF(K72>=80,""Sangat Tinggi"",IF(K72>=70,""Tinggi"",IF(K72>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kota Padang Panjang","74.24","Tinggi","11.94","Tinggi","15.29","Tinggi","  11,310.00 ","Tinggi","79.26","=IF(K73>=80,""Sangat Tinggi"",IF(K73>=70,""Tinggi"",IF(K73>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kota Bukit Tinggi","75.33","Tinggi","11.64","Tinggi","15.01","Tinggi","  13,859.00 ","Tinggi","81.78","=IF(K74>=80,""Sangat Tinggi"",IF(K74>=70,""Tinggi"",IF(K74>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kota Payakumbuh","74.77","Tinggi","10.88","Tinggi","14.3","Tinggi","  13,978.00 ","Tinggi","79.97","=IF(K75>=80,""Sangat Tinggi"",IF(K75>=70,""Tinggi"",IF(K75>=60,""Sedang"",""Rendah"")))"
"Sumatera Barat","Kota Pariaman","74.2","Tinggi","10.79","Tinggi","14.79","Tinggi","  13,355.00 ","Tinggi","78.13","=IF(K76>=80,""Sangat Tinggi"",IF(K76>=70,""Tinggi"",IF(K76>=60,""Sedang"",""Rendah"")))"
"Riau","Kuantan Singingi","72.68","Tinggi","8.9","Sedang","13.37","Tinggi","  10,945.00 ","Tinggi","71.67","=IF(K77>=80,""Sangat Tinggi"",IF(K77>=70,""Tinggi"",IF(K77>=60,""Sedang"",""Rendah"")))"
"Riau","Indragiri Hulu","73.38","Tinggi","8.42","Sedang","12.59","Tinggi","  10,957.00 ","Tinggi","71.04","=IF(K78>=80,""Sangat Tinggi"",IF(K78>=70,""Tinggi"",IF(K78>=60,""Sedang"",""Rendah"")))"
"Riau","Indragiri Hilir","72.27","Tinggi","7.31","Sedang","12.2","Tinggi","  10,659.00 ","Tinggi","67.98","=IF(K79>=80,""Sangat Tinggi"",IF(K79>=70,""Tinggi"",IF(K79>=60,""Sedang"",""Rendah"")))"
"Riau","Pelalawan","74.37","Tinggi","8.73","Sedang","12.9","Tinggi","  12,399.00 ","Tinggi","73.59","=IF(K80>=80,""Sangat Tinggi"",IF(K80>=70,""Tinggi"",IF(K80>=60,""Sedang"",""Rendah"")))"
"Riau","Siak","73.72","Tinggi","9.88","Sedang","12.86","Tinggi","  12,637.00 ","Tinggi","74.98","=IF(K81>=80,""Sangat Tinggi"",IF(K81>=70,""Tinggi"",IF(K81>=60,""Sedang"",""Rendah"")))"
"Riau","Kampar","74.29","Tinggi","9.4","Sedang","13.6","Tinggi","  11,662.00 ","Tinggi","74.24","=IF(K82>=80,""Sangat Tinggi"",IF(K82>=70,""Tinggi"",IF(K82>=60,""Sedang"",""Rendah"")))"
"Riau","Rokan Hulu","73.59","Tinggi","8.81","Sedang","12.88","Tinggi","  10,055.00 ","Tinggi","71.02","=IF(K83>=80,""Sangat Tinggi"",IF(K83>=70,""Tinggi"",IF(K83>=60,""Sedang"",""Rendah"")))"
"Riau","Bengkalis","73.88","Tinggi","9.73","Sedang","13.34","Tinggi","  12,153.00 ","Tinggi","74.97","=IF(K84>=80,""Sangat Tinggi"",IF(K84>=70,""Tinggi"",IF(K84>=60,""Sedang"",""Rendah"")))"
"Riau","Rokan Hilir","73.64","Tinggi","8.52","Sedang","12.88","Tinggi","  10,097.00 ","Tinggi","70.78","=IF(K85>=80,""Sangat Tinggi"",IF(K85>=70,""Tinggi"",IF(K85>=60,""Sedang"",""Rendah"")))"
"Riau","Kepulauan Meranti","72.14","Tinggi","7.99","Sedang","12.86","Tinggi","  8,613.00 ","Sedang","67.28","=IF(K86>=80,""Sangat Tinggi"",IF(K86>=70,""Tinggi"",IF(K86>=60,""Sedang"",""Rendah"")))"
"Riau","Kota Pekanbaru","75.55","Tinggi","11.94","Tinggi","15.58","Tinggi","  14,983.00 ","Tinggi","82.38","=IF(K87>=80,""Sangat Tinggi"",IF(K87>=70,""Tinggi"",IF(K87>=60,""Sedang"",""Rendah"")))"
"Riau","Kota Dumai","73.31","Tinggi","10.16","Tinggi","13.33","Tinggi","  12,457.00 ","Tinggi","75.66","=IF(K88>=80,""Sangat Tinggi"",IF(K88>=70,""Tinggi"",IF(K88>=60,""Sedang"",""Rendah"")))"
"Jambi","Kerinci","73.18","Tinggi","8.59","Sedang","13.91","Tinggi","  10,965.00 ","Tinggi","72.54","=IF(K89>=80,""Sangat Tinggi"",IF(K89>=70,""Tinggi"",IF(K89>=60,""Sedang"",""Rendah"")))"
"Jambi","Merangin","73.97","Tinggi","8.13","Sedang","12.25","Tinggi","  10,969.00 ","Tinggi","70.81","=IF(K90>=80,""Sangat Tinggi"",IF(K90>=70,""Tinggi"",IF(K90>=60,""Sedang"",""Rendah"")))"
"Jambi","Sarolangun","73.46","Tinggi","8.14","Sedang","12.48","Tinggi","  12,392.00 ","Tinggi","71.29","=IF(K91>=80,""Sangat Tinggi"",IF(K91>=70,""Tinggi"",IF(K91>=60,""Sedang"",""Rendah"")))"
"Jambi","Batang Hari","74.48","Tinggi","8.22","Sedang","12.96","Tinggi","  10,528.00 ","Tinggi","71.02","=IF(K92>=80,""Sangat Tinggi"",IF(K92>=70,""Tinggi"",IF(K92>=60,""Sedang"",""Rendah"")))"
"Jambi","Muaro Jambi","74.55","Tinggi","8.69","Sedang","13.15","Tinggi","  9,525.00 ","Sedang","71.04","=IF(K93>=80,""Sangat Tinggi"",IF(K93>=70,""Tinggi"",IF(K93>=60,""Sedang"",""Rendah"")))"
"Jambi","Tanjung Jabung Timur","74.09","Tinggi","7.43","Sedang","12.2","Tinggi","  9,898.00 ","Sedang","66.65","=IF(K94>=80,""Sangat Tinggi"",IF(K94>=70,""Tinggi"",IF(K94>=60,""Sedang"",""Rendah"")))"
"Jambi","Tanjung Jabung Barat","73.21","Tinggi","8.31","Sedang","12.67","Tinggi","  10,229.00 ","Tinggi","69.35","=IF(K95>=80,""Sangat Tinggi"",IF(K95>=70,""Tinggi"",IF(K95>=60,""Sedang"",""Rendah"")))"
"Jambi","Tebo","73.45","Tinggi","7.94","Sedang","12.92","Tinggi","  10,894.00 ","Tinggi","70.63","=IF(K96>=80,""Sangat Tinggi"",IF(K96>=70,""Tinggi"",IF(K96>=60,""Sedang"",""Rendah"")))"
"Jambi","Bungo","73.76","Tinggi","8.39","Sedang","12.66","Tinggi","  12,224.00 ","Tinggi","71.06","=IF(K97>=80,""Sangat Tinggi"",IF(K97>=70,""Tinggi"",IF(K97>=60,""Sedang"",""Rendah"")))"
"Jambi","Kota Jambi","74.85","Tinggi","11.32","Tinggi","15.54","Tinggi","  12,783.00 ","Tinggi","80.15","=IF(K98>=80,""Sangat Tinggi"",IF(K98>=70,""Tinggi"",IF(K98>=60,""Sedang"",""Rendah"")))"
"Jambi","Kota Sungai Penuh","74.01","Tinggi","10.36","Tinggi","14.83","Tinggi","  11,027.00 ","Tinggi","76.65","=IF(K99>=80,""Sangat Tinggi"",IF(K99>=70,""Tinggi"",IF(K99>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Ogan Komering Ulu","73.44","Tinggi","8.85","Sedang","12.99","Tinggi","  10,859.00 ","Tinggi","71.01","=IF(K100>=80,""Sangat Tinggi"",IF(K100>=70,""Tinggi"",IF(K100>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Ogan Komering Ilir","74.09","Tinggi","7.08","Sedang","11.97","Sedang","  11,736.00 ","Tinggi","68.65","=IF(K101>=80,""Sangat Tinggi"",IF(K101>=70,""Tinggi"",IF(K101>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Muara Enim","74.29","Tinggi","8.14","Sedang","12.01","Tinggi","  11,683.00 ","Tinggi","70.24","=IF(K102>=80,""Sangat Tinggi"",IF(K102>=70,""Tinggi"",IF(K102>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Lahat","73.36","Tinggi","8.56","Sedang","12.44","Tinggi","  10,811.00 ","Tinggi","69.10","=IF(K103>=80,""Sangat Tinggi"",IF(K103>=70,""Tinggi"",IF(K103>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Musi Rawas","73.96","Tinggi","7.56","Sedang","12.22","Tinggi","  10,429.00 ","Tinggi","68.26","=IF(K104>=80,""Sangat Tinggi"",IF(K104>=70,""Tinggi"",IF(K104>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Musi Banyuasin","74.22","Tinggi","7.68","Sedang","12.31","Tinggi","  10,862.00 ","Tinggi","69.17","=IF(K105>=80,""Sangat Tinggi"",IF(K105>=70,""Tinggi"",IF(K105>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Banyu Asin","74.29","Tinggi","7.46","Sedang","12.09","Tinggi","  10,731.00 ","Tinggi","68.65","=IF(K106>=80,""Sangat Tinggi"",IF(K106>=70,""Tinggi"",IF(K106>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Ogan Komering Ulu Selatan","73.21","Tinggi","8.05","Sedang","11.79","Sedang","  9,176.00 ","Sedang","66.67","=IF(K107>=80,""Sangat Tinggi"",IF(K107>=70,""Tinggi"",IF(K107>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Ogan Komering Ulu Timur","74.31","Tinggi","8.07","Sedang","12.47","Tinggi","  12,046.00 ","Tinggi","70.96","=IF(K108>=80,""Sangat Tinggi"",IF(K108>=70,""Tinggi"",IF(K108>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Ogan Ilir","73.2","Tinggi","8.08","Sedang","12.41","Tinggi","  11,456.00 ","Tinggi","68.76","=IF(K109>=80,""Sangat Tinggi"",IF(K109>=70,""Tinggi"",IF(K109>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Empat Lawang","70.81","Tinggi","7.66","Sedang","12.1","Tinggi","  10,375.00 ","Tinggi","66.68","=IF(K110>=80,""Sangat Tinggi"",IF(K110>=70,""Tinggi"",IF(K110>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Penukal Abab Lematang Ilir","73.84","Tinggi","7.08","Sedang","12.49","Tinggi","  9,139.00 ","Sedang","66.64","=IF(K111>=80,""Sangat Tinggi"",IF(K111>=70,""Tinggi"",IF(K111>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Musi Rawas Utara","73.01","Tinggi","7.5","Sedang","11.7","Sedang","  10,631.00 ","Tinggi","66.60","=IF(K112>=80,""Sangat Tinggi"",IF(K112>=70,""Tinggi"",IF(K112>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Kota Palembang","75.37","Tinggi","10.92","Tinggi","14.45","Tinggi","  15,592.00 ","Tinggi","80.02","=IF(K113>=80,""Sangat Tinggi"",IF(K113>=70,""Tinggi"",IF(K113>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Kota Prabumulih","74.58","Tinggi","10.35","Tinggi","13.31","Tinggi","  13,494.00 ","Tinggi","76.46","=IF(K114>=80,""Sangat Tinggi"",IF(K114>=70,""Tinggi"",IF(K114>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Kota Pagar Alam","73.61","Tinggi","9.43","Sedang","13.49","Tinggi","  9,683.00 ","Sedang","70.45","=IF(K115>=80,""Sangat Tinggi"",IF(K115>=70,""Tinggi"",IF(K115>=60,""Sedang"",""Rendah"")))"
"Sumatera Selatan","Kota Lubuklinggau","74.67","Tinggi","9.93","Sedang","13.55","Tinggi","  14,211.00 ","Tinggi","76.19","=IF(K116>=80,""Sangat Tinggi"",IF(K116>=70,""Tinggi"",IF(K116>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Bengkulu Selatan","72.87","Tinggi","9.41","Sedang","13.65","Tinggi","  10,657.00 ","Tinggi","71.91","=IF(K117>=80,""Sangat Tinggi"",IF(K117>=70,""Tinggi"",IF(K117>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Rejang Lebong","73.67","Tinggi","8.8","Sedang","14.19","Tinggi","  10,848.00 ","Tinggi","72.31","=IF(K118>=80,""Sangat Tinggi"",IF(K118>=70,""Tinggi"",IF(K118>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Bengkulu Utara","73.03","Tinggi","8.11","Sedang","12.91","Tinggi","  11,188.00 ","Tinggi","70.28","=IF(K119>=80,""Sangat Tinggi"",IF(K119>=70,""Tinggi"",IF(K119>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Kaur","72.74","Tinggi","8.41","Sedang","13.14","Tinggi","  9,365.00 ","Sedang","68.38","=IF(K120>=80,""Sangat Tinggi"",IF(K120>=70,""Tinggi"",IF(K120>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Seluma","72.71","Tinggi","8.13","Sedang","13.32","Tinggi","  8,949.00 ","Sedang","68.27","=IF(K121>=80,""Sangat Tinggi"",IF(K121>=70,""Tinggi"",IF(K121>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Mukomuko","73.71","Tinggi","8.56","Sedang","12.86","Tinggi","  11,075.00 ","Tinggi","69.97","=IF(K122>=80,""Sangat Tinggi"",IF(K122>=70,""Tinggi"",IF(K122>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Lebong","72.59","Tinggi","8.26","Sedang","12.9","Tinggi","  12,012.00 ","Tinggi","68.71","=IF(K123>=80,""Sangat Tinggi"",IF(K123>=70,""Tinggi"",IF(K123>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Kepahiang","72.26","Tinggi","8.36","Sedang","13.14","Tinggi","  10,044.00 ","Tinggi","69.60","=IF(K124>=80,""Sangat Tinggi"",IF(K124>=70,""Tinggi"",IF(K124>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Bengkulu Tengah","72.46","Tinggi","7.51","Sedang","13.46","Tinggi","  10,114.00 ","Tinggi","68.99","=IF(K125>=80,""Sangat Tinggi"",IF(K125>=70,""Tinggi"",IF(K125>=60,""Sedang"",""Rendah"")))"
"Bengkulu","Kota Bengkulu","74.43","Tinggi","11.83","Tinggi","16.06","Tinggi","  14,924.00 ","Tinggi","81.45","=IF(K126>=80,""Sangat Tinggi"",IF(K126>=70,""Tinggi"",IF(K126>=60,""Sedang"",""Rendah"")))"
"Lampung","Lampung Barat","73.78","Tinggi","8.36","Sedang","12.29","Tinggi","  10,593.00 ","Tinggi","69.11","=IF(K127>=80,""Sangat Tinggi"",IF(K127>=70,""Tinggi"",IF(K127>=60,""Sedang"",""Rendah"")))"
"Lampung","Tanggamus","73.87","Tinggi","7.36","Sedang","12.31","Tinggi","  10,038.00 ","Tinggi","67.86","=IF(K128>=80,""Sangat Tinggi"",IF(K128>=70,""Tinggi"",IF(K128>=60,""Sedang"",""Rendah"")))"
"Lampung","Lampung Selatan","74.22","Tinggi","7.77","Sedang","12.64","Tinggi","  10,617.00 ","Tinggi","69.63","=IF(K129>=80,""Sangat Tinggi"",IF(K129>=70,""Tinggi"",IF(K129>=60,""Sedang"",""Rendah"")))"
"Lampung","Lampung Timur","73.95","Tinggi","8.14","Sedang","12.97","Tinggi","  10,812.00 ","Tinggi","71.21","=IF(K130>=80,""Sangat Tinggi"",IF(K130>=70,""Tinggi"",IF(K130>=60,""Sedang"",""Rendah"")))"
"Lampung","Lampung Tengah","74.17","Tinggi","7.81","Sedang","13.04","Tinggi","  12,195.00 ","Tinggi","71.60","=IF(K131>=80,""Sangat Tinggi"",IF(K131>=70,""Tinggi"",IF(K131>=60,""Sedang"",""Rendah"")))"
"Lampung","Lampung Utara","73.91","Tinggi","8.36","Sedang","12.55","Tinggi","  9,374.00 ","Sedang","68.95","=IF(K132>=80,""Sangat Tinggi"",IF(K132>=70,""Tinggi"",IF(K132>=60,""Sedang"",""Rendah"")))"
"Lampung","Way Kanan","74.11","Tinggi","7.74","Sedang","12.43","Tinggi","  9,887.00 ","Sedang","68.63","=IF(K133>=80,""Sangat Tinggi"",IF(K133>=70,""Tinggi"",IF(K133>=60,""Sedang"",""Rendah"")))"
"Lampung","Tulangbawang","73.81","Tinggi","7.57","Sedang","12.29","Tinggi","  11,552.00 ","Tinggi","70.02","=IF(K134>=80,""Sangat Tinggi"",IF(K134>=70,""Tinggi"",IF(K134>=60,""Sedang"",""Rendah"")))"
"Lampung","Pesawaran","73.8","Tinggi","7.99","Sedang","12.62","Tinggi","  8,633.00 ","Sedang","67.67","=IF(K135>=80,""Sangat Tinggi"",IF(K135>=70,""Tinggi"",IF(K135>=60,""Sedang"",""Rendah"")))"
"Lampung","Pringsewu","74.33","Tinggi","8.42","Sedang","12.92","Tinggi","  11,016.00 ","Tinggi","71.61","=IF(K136>=80,""Sangat Tinggi"",IF(K136>=70,""Tinggi"",IF(K136>=60,""Sedang"",""Rendah"")))"
"Lampung","Mesuji","73.71","Tinggi","7.11","Sedang","11.81","Sedang","  8,947.00 ","Sedang","65.64","=IF(K137>=80,""Sangat Tinggi"",IF(K137>=70,""Tinggi"",IF(K137>=60,""Sedang"",""Rendah"")))"
"Lampung","Tulang Bawang Barat","74.02","Tinggi","7.79","Sedang","12.1","Tinggi","  9,162.00 ","Sedang","67.81","=IF(K138>=80,""Sangat Tinggi"",IF(K138>=70,""Tinggi"",IF(K138>=60,""Sedang"",""Rendah"")))"
"Lampung","Pesisir Barat","73.75","Tinggi","8.7","Sedang","12.14","Tinggi","  9,102.00 ","Sedang","66.00","=IF(K139>=80,""Sangat Tinggi"",IF(K139>=70,""Tinggi"",IF(K139>=60,""Sedang"",""Rendah"")))"
"Lampung","Kota Bandar Lampung","74.53","Tinggi","10.97","Tinggi","14.72","Tinggi","  13,092.00 ","Tinggi","78.56","=IF(K140>=80,""Sangat Tinggi"",IF(K140>=70,""Tinggi"",IF(K140>=60,""Sedang"",""Rendah"")))"
"Lampung","Kota Metro","75.14","Tinggi","11","Tinggi","14.77","Tinggi","  12,618.00 ","Tinggi","78.36","=IF(K141>=80,""Sangat Tinggi"",IF(K141>=70,""Tinggi"",IF(K141>=60,""Sedang"",""Rendah"")))"
"Kep.Bangka Belitung","Bangka","73.03","Tinggi","8.32","Sedang","13.11","Tinggi","  13,146.00 ","Tinggi","73.66","=IF(K142>=80,""Sangat Tinggi"",IF(K142>=70,""Tinggi"",IF(K142>=60,""Sedang"",""Rendah"")))"
"Kep.Bangka Belitung","Belitung","72.52","Tinggi","8.98","Sedang","11.9","Sedang","  14,365.00 ","Tinggi","74.02","=IF(K143>=80,""Sangat Tinggi"",IF(K143>=70,""Tinggi"",IF(K143>=60,""Sedang"",""Rendah"")))"
"Kep.Bangka Belitung","Bangka Barat","71.91","Tinggi","7.47","Sedang","11.73","Sedang","  13,105.00 ","Tinggi","70.45","=IF(K144>=80,""Sangat Tinggi"",IF(K144>=70,""Tinggi"",IF(K144>=60,""Sedang"",""Rendah"")))"
