"Provinsi","Kota","Jumlah AHH","AHH","Jumlah RLS","RLS","Jumlah HLS","HLS","Pengeluaran","PPK","Jumlah IPM","IPM"
"Kep.Bangka Belitung","Bangka Tengah","73.54","Tinggi","7.23","Sedang","12.12","Tinggi","  13,643.00 ","Tinggi","71.71","=IF(K145>=80,""Sangat Tinggi"",IF(K145>=70,""Tinggi"",IF(K145>=60,""Sedang"",""Rendah"")))"
"Kep.Bangka Belitung","Bangka Selatan","71.51","Tinggi","6.91","Rendah","11.59","Sedang","  12,627.00 ","Tinggi","68.51","=IF(K146>=80,""Sangat Tinggi"",IF(K146>=70,""Tinggi"",IF(K146>=60,""Sedang"",""Rendah"")))"
"Kep.Bangka Belitung","Belitung Timur","73.57","Tinggi","8.9","Sedang","11.66","Sedang","  12,536.00 ","Tinggi","72.86","=IF(K147>=80,""Sangat Tinggi"",IF(K147>=70,""Tinggi"",IF(K147>=60,""Sedang"",""Rendah"")))"
"Kep.Bangka Belitung","Kota Pangkal Pinang","75.01","Tinggi","10.5","Tinggi","13.19","Tinggi","  16,734.00 ","Tinggi","79.93","=IF(K148>=80,""Sangat Tinggi"",IF(K148>=70,""Tinggi"",IF(K148>=60,""Sedang"",""Rendah"")))"
"Kep.Riau","Karimun","74.58","Tinggi","8.69","Sedang","12.61","Tinggi","  12,756.00 ","Tinggi","73.51","=IF(K149>=80,""Sangat Tinggi"",IF(K149>=70,""Tinggi"",IF(K149>=60,""Sedang"",""Rendah"")))"
"Kep.Riau","Bintan","74.82","Tinggi","8.92","Sedang","13.44","Tinggi","  14,882.00 ","Tinggi","75.70","=IF(K150>=80,""Sangat Tinggi"",IF(K150>=70,""Tinggi"",IF(K150>=60,""Sedang"",""Rendah"")))"
"Kep.Riau","Natuna","74.15","Tinggi","9.08","Sedang","13.93","Tinggi","  15,409.00 ","Tinggi","74.21","=IF(K151>=80,""Sangat Tinggi"",IF(K151>=70,""Tinggi"",IF(K151>=60,""Sedang"",""Rendah"")))"
"Kep.Riau","Lingga","73.45","Tinggi","7.35","Sedang","12.63","Tinggi","  12,485.00 ","Tinggi","67.44","=IF(K152>=80,""Sangat Tinggi"",IF(K152>=70,""Tinggi"",IF(K152>=60,""Sedang"",""Rendah"")))"
"Kep.Riau","Kepulauan Anambas","73.5","Tinggi","7.4","Sedang","13.05","Tinggi","  12,495.00 ","Tinggi","70.26","=IF(K153>=80,""Sangat Tinggi"",IF(K153>=70,""Tinggi"",IF(K153>=60,""Sedang"",""Rendah"")))"
"Kep.Riau","Kota Batam","74.98","Tinggi","11.19","Tinggi","13.34","Tinggi","  18,990.00 ","Tinggi","82.11","=IF(K154>=80,""Sangat Tinggi"",IF(K154>=70,""Tinggi"",IF(K154>=60,""Sedang"",""Rendah"")))"
"Kep.Riau","Kota Tanjung Pinang","74.68","Tinggi","10.65","Tinggi","14.15","Tinggi","  16,213.00 ","Tinggi","80.23","=IF(K155>=80,""Sangat Tinggi"",IF(K155>=70,""Tinggi"",IF(K155>=60,""Sedang"",""Rendah"")))"
"DKI Jakarta","Kep. Seribu","74.89","Tinggi","9.03","Sedang","12.66","Tinggi","  13,523.00 ","Tinggi","73.39","=IF(K156>=80,""Sangat Tinggi"",IF(K156>=70,""Tinggi"",IF(K156>=60,""Sedang"",""Rendah"")))"
"DKI Jakarta","Kota Jakarta Selatan","76.02","Tinggi","11.75","Tinggi","13.66","Tinggi","  24,975.00 ","Tinggi","86.07","=IF(K157>=80,""Sangat Tinggi"",IF(K157>=70,""Tinggi"",IF(K157>=60,""Sedang"",""Rendah"")))"
"DKI Jakarta","Kota Jakarta Timur","75.37","Tinggi","11.88","Tinggi","14.06","Tinggi","  18,712.00 ","Tinggi","84.13","=IF(K158>=80,""Sangat Tinggi"",IF(K158>=70,""Tinggi"",IF(K158>=60,""Sedang"",""Rendah"")))"
"DKI Jakarta","Kota Jakarta Pusat","76.34","Tinggi","11.54","Tinggi","13.29","Tinggi","  18,202.00 ","Tinggi","82.53","=IF(K159>=80,""Sangat Tinggi"",IF(K159>=70,""Tinggi"",IF(K159>=60,""Sedang"",""Rendah"")))"
"DKI Jakarta","Kota Jakarta Barat","75.81","Tinggi","11.23","Tinggi","12.87","Tinggi","  21,709.00 ","Tinggi","83.02","=IF(K160>=80,""Sangat Tinggi"",IF(K160>=70,""Tinggi"",IF(K160>=60,""Sedang"",""Rendah"")))"
"DKI Jakarta","Kota Jakarta Utara","75.07","Tinggi","10.84","Tinggi","12.67","Tinggi","  19,617.00 ","Tinggi","81.11","=IF(K161>=80,""Sangat Tinggi"",IF(K161>=70,""Tinggi"",IF(K161>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Bogor","74.67","Tinggi","8.37","Sedang","12.64","Tinggi","  11,153.00 ","Tinggi","71.78","=IF(K162>=80,""Sangat Tinggi"",IF(K162>=70,""Tinggi"",IF(K162>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Sukabumi","74.65","Tinggi","7.33","Sedang","12.38","Tinggi","  9,482.00 ","Sedang","68.49","=IF(K163>=80,""Sangat Tinggi"",IF(K163>=70,""Tinggi"",IF(K163>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Cianjur","74.61","Tinggi","7.22","Sedang","12.03","Tinggi","  8,626.00 ","Sedang","66.55","=IF(K164>=80,""Sangat Tinggi"",IF(K164>=70,""Tinggi"",IF(K164>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Bandung","74.92","Tinggi","9.1","Sedang","12.73","Tinggi","  11,018.00 ","Tinggi","73.74","=IF(K165>=80,""Sangat Tinggi"",IF(K165>=70,""Tinggi"",IF(K165>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Garut","74.66","Tinggi","7.84","Sedang","12.16","Tinggi","  8,685.00 ","Sedang","68.11","=IF(K166>=80,""Sangat Tinggi"",IF(K166>=70,""Tinggi"",IF(K166>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Tasikmalaya","73.87","Tinggi","7.96","Sedang","12.63","Tinggi","  8,562.00 ","Sedang","67.76","=IF(K167>=80,""Sangat Tinggi"",IF(K167>=70,""Tinggi"",IF(K167>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Ciamis","74.96","Tinggi","8.09","Sedang","14.29","Tinggi","  9,750.00 ","Sedang","72.05","=IF(K168>=80,""Sangat Tinggi"",IF(K168>=70,""Tinggi"",IF(K168>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kuningan","74.91","Tinggi","7.89","Sedang","12.26","Tinggi","  10,011.00 ","Tinggi","70.72","=IF(K169>=80,""Sangat Tinggi"",IF(K169>=70,""Tinggi"",IF(K169>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Cirebon","74.71","Tinggi","7.64","Sedang","12.41","Tinggi","  11,128.00 ","Tinggi","70.95","=IF(K170>=80,""Sangat Tinggi"",IF(K170>=70,""Tinggi"",IF(K170>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Majalengka","74.73","Tinggi","7.52","Sedang","12.26","Tinggi","  10,340.00 ","Tinggi","69.13","=IF(K171>=80,""Sangat Tinggi"",IF(K171>=70,""Tinggi"",IF(K171>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Sumedang","75.04","Tinggi","8.73","Sedang","13.01","Tinggi","  11,136.00 ","Tinggi","73.18","=IF(K172>=80,""Sangat Tinggi"",IF(K172>=70,""Tinggi"",IF(K172>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Indramayu","74.61","Tinggi","6.94","Rendah","12.29","Tinggi","  10,580.00 ","Tinggi","69.25","=IF(K173>=80,""Sangat Tinggi"",IF(K173>=70,""Tinggi"",IF(K173>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Subang","74.87","Tinggi","7.45","Sedang","11.91","Sedang","  11,537.00 ","Tinggi","70.70","=IF(K174>=80,""Sangat Tinggi"",IF(K174>=70,""Tinggi"",IF(K174>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Purwakarta","74.67","Tinggi","8.13","Sedang","12.18","Tinggi","  12,619.00 ","Tinggi","72.09","=IF(K175>=80,""Sangat Tinggi"",IF(K175>=70,""Tinggi"",IF(K175>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Karawang","74.9","Tinggi","8.04","Sedang","12.2","Tinggi","  12,392.00 ","Tinggi","72.35","=IF(K176>=80,""Sangat Tinggi"",IF(K176>=70,""Tinggi"",IF(K176>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Bekasi","75.09","Tinggi","9.57","Sedang","13.17","Tinggi","  12,123.00 ","Tinggi","75.76","=IF(K177>=80,""Sangat Tinggi"",IF(K177>=70,""Tinggi"",IF(K177>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Bandung Barat","74.78","Tinggi","8.23","Sedang","11.91","Sedang","  9,392.00 ","Sedang","69.61","=IF(K178>=80,""Sangat Tinggi"",IF(K178>=70,""Tinggi"",IF(K178>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Pangandaran","74.88","Tinggi","8.04","Sedang","12.3","Tinggi","  9,406.00 ","Sedang","69.38","=IF(K179>=80,""Sangat Tinggi"",IF(K179>=70,""Tinggi"",IF(K179>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Bogor","75.52","Tinggi","10.64","Tinggi","13.45","Tinggi","  12,656.00 ","Tinggi","77.85","=IF(K180>=80,""Sangat Tinggi"",IF(K180>=70,""Tinggi"",IF(K180>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Sukabumi","74.89","Tinggi","10.37","Tinggi","13.6","Tinggi","  11,799.00 ","Tinggi","76.32","=IF(K181>=80,""Sangat Tinggi"",IF(K181>=70,""Tinggi"",IF(K181>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Bandung","75.53","Tinggi","11.06","Tinggi","14.24","Tinggi","  18,236.00 ","Tinggi","83.04","=IF(K182>=80,""Sangat Tinggi"",IF(K182>=70,""Tinggi"",IF(K182>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Cirebon","75.17","Tinggi","10.37","Tinggi","13.16","Tinggi","  12,506.00 ","Tinggi","76.46","=IF(K183>=80,""Sangat Tinggi"",IF(K183>=70,""Tinggi"",IF(K183>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Bekasi","75.86","Tinggi","11.66","Tinggi","14.12","Tinggi","  16,479.00 ","Tinggi","83.03","=IF(K184>=80,""Sangat Tinggi"",IF(K184>=70,""Tinggi"",IF(K184>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Depok","75.53","Tinggi","11.58","Tinggi","13.96","Tinggi","  16,279.00 ","Tinggi","82.38","=IF(K185>=80,""Sangat Tinggi"",IF(K185>=70,""Tinggi"",IF(K185>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Cimahi","75.27","Tinggi","11.39","Tinggi","13.84","Tinggi","  12,883.00 ","Tinggi","79.46","=IF(K186>=80,""Sangat Tinggi"",IF(K186>=70,""Tinggi"",IF(K186>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Tasikmalaya","75.08","Tinggi","9.54","Sedang","13.49","Tinggi","  11,063.00 ","Tinggi","74.47","=IF(K187>=80,""Sangat Tinggi"",IF(K187>=70,""Tinggi"",IF(K187>=60,""Sedang"",""Rendah"")))"
"Jawa Barat","Kota Banjar","74.77","Tinggi","8.79","Sedang","13.27","Tinggi","  11,356.00 ","Tinggi","73.08","=IF(K188>=80,""Sangat Tinggi"",IF(K188>=70,""Tinggi"",IF(K188>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Cilacap","74.73","Tinggi","7.39","Sedang","12.67","Tinggi","  11,432.00 ","Tinggi","71.83","=IF(K189>=80,""Sangat Tinggi"",IF(K189>=70,""Tinggi"",IF(K189>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Banyumas","74.2","Tinggi","7.87","Sedang","13.26","Tinggi","  12,492.00 ","Tinggi","73.86","=IF(K190>=80,""Sangat Tinggi"",IF(K190>=70,""Tinggi"",IF(K190>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Purbalingga","73.98","Tinggi","7.34","Sedang","12.02","Tinggi","  10,964.00 ","Tinggi","70.24","=IF(K191>=80,""Sangat Tinggi"",IF(K191>=70,""Tinggi"",IF(K191>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Banjarnegara","74.5","Tinggi","6.86","Rendah","11.82","Sedang","  10,226.00 ","Tinggi","69.14","=IF(K192>=80,""Sangat Tinggi"",IF(K192>=70,""Tinggi"",IF(K192>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kebumen","74.98","Tinggi","7.86","Sedang","13.37","Tinggi","  9,734.00 ","Sedang","71.37","=IF(K193>=80,""Sangat Tinggi"",IF(K193>=70,""Tinggi"",IF(K193>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Purworejo","75.37","Tinggi","8.46","Sedang","13.53","Tinggi","  11,110.00 ","Tinggi","74.28","=IF(K194>=80,""Sangat Tinggi"",IF(K194>=70,""Tinggi"",IF(K194>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Wonosobo","74.01","Tinggi","6.89","Rendah","11.8","Sedang","  11,577.00 ","Tinggi","69.37","=IF(K195>=80,""Sangat Tinggi"",IF(K195>=70,""Tinggi"",IF(K195>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Magelang","74.44","Tinggi","7.82","Sedang","12.61","Tinggi","  10,493.00 ","Tinggi","71.45","=IF(K196>=80,""Sangat Tinggi"",IF(K196>=70,""Tinggi"",IF(K196>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Boyolali","76.23","Tinggi","8.09","Sedang","12.66","Tinggi","  13,716.00 ","Tinggi","75.41","=IF(K197>=80,""Sangat Tinggi"",IF(K197>=70,""Tinggi"",IF(K197>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Klaten","77.07","Tinggi","9.27","Sedang","13.41","Tinggi","  12,968.00 ","Tinggi","77.59","=IF(K198>=80,""Sangat Tinggi"",IF(K198>=70,""Tinggi"",IF(K198>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Sukoharjo","77.86","Tinggi","9.84","Sedang","13.91","Tinggi","  12,319.00 ","Tinggi","78.65","=IF(K199>=80,""Sangat Tinggi"",IF(K199>=70,""Tinggi"",IF(K199>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Wonogiri","76.56","Tinggi","7.67","Sedang","12.52","Tinggi","  10,283.00 ","Tinggi","71.97","=IF(K200>=80,""Sangat Tinggi"",IF(K200>=70,""Tinggi"",IF(K200>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Karanganyar","77.72","Tinggi","9.02","Sedang","13.71","Tinggi","  12,260.00 ","Tinggi","77.31","=IF(K201>=80,""Sangat Tinggi"",IF(K201>=70,""Tinggi"",IF(K201>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Sragen","75.97","Tinggi","7.87","Sedang","12.92","Tinggi","  13,439.00 ","Tinggi","75.10","=IF(K202>=80,""Sangat Tinggi"",IF(K202>=70,""Tinggi"",IF(K202>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Grobogan","75.04","Tinggi","7.28","Sedang","12.46","Tinggi","  11,083.00 ","Tinggi","71.49","=IF(K203>=80,""Sangat Tinggi"",IF(K203>=70,""Tinggi"",IF(K203>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Blora","74.71","Tinggi","7.08","Sedang","12.51","Tinggi","  10,541.00 ","Tinggi","70.63","=IF(K204>=80,""Sangat Tinggi"",IF(K204>=70,""Tinggi"",IF(K204>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Rembang","74.77","Tinggi","7.72","Sedang","12.15","Tinggi","  11,399.00 ","Tinggi","71.89","=IF(K205>=80,""Sangat Tinggi"",IF(K205>=70,""Tinggi"",IF(K205>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Pati","76.39","Tinggi","7.8","Sedang","12.96","Tinggi","  11,385.00 ","Tinggi","73.59","=IF(K206>=80,""Sangat Tinggi"",IF(K206>=70,""Tinggi"",IF(K206>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kudus","76.86","Tinggi","9.34","Sedang","13.26","Tinggi","  12,088.00 ","Tinggi","76.71","=IF(K207>=80,""Sangat Tinggi"",IF(K207>=70,""Tinggi"",IF(K207>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Jepara","76.04","Tinggi","8.26","Sedang","12.85","Tinggi","  11,306.00 ","Tinggi","73.85","=IF(K208>=80,""Sangat Tinggi"",IF(K208>=70,""Tinggi"",IF(K208>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Demak","75.6","Tinggi","8.27","Sedang","13.34","Tinggi","  11,166.00 ","Tinggi","74.07","=IF(K209>=80,""Sangat Tinggi"",IF(K209>=70,""Tinggi"",IF(K209>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Semarang","75.95","Tinggi","8.07","Sedang","13.05","Tinggi","  12,943.00 ","Tinggi","75.13","=IF(K210>=80,""Sangat Tinggi"",IF(K210>=70,""Tinggi"",IF(K210>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Temanggung","75.77","Tinggi","7.5","Sedang","12.61","Tinggi","  10,108.00 ","Tinggi","71.33","=IF(K211>=80,""Sangat Tinggi"",IF(K211>=70,""Tinggi"",IF(K211>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kendal","74.58","Tinggi","7.73","Sedang","12.99","Tinggi","  12,755.00 ","Tinggi","73.86","=IF(K212>=80,""Sangat Tinggi"",IF(K212>=70,""Tinggi"",IF(K212>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Batang","74.85","Tinggi","7.07","Sedang","12.15","Tinggi","  10,470.00 ","Tinggi","70.20","=IF(K213>=80,""Sangat Tinggi"",IF(K213>=70,""Tinggi"",IF(K213>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Pekalongan","73.99","Tinggi","7.47","Sedang","12.44","Tinggi","  11,297.00 ","Tinggi","71.40","=IF(K214>=80,""Sangat Tinggi"",IF(K214>=70,""Tinggi"",IF(K214>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Pemalang","73.98","Tinggi","6.55","Rendah","12.01","Tinggi","  9,587.00 ","Sedang","68.03","=IF(K215>=80,""Sangat Tinggi"",IF(K215>=70,""Tinggi"",IF(K215>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Tegal","74.01","Tinggi","7.34","Sedang","12.92","Tinggi","  10,537.00 ","Tinggi","70.23","=IF(K216>=80,""Sangat Tinggi"",IF(K216>=70,""Tinggi"",IF(K216>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Brebes","73.95","Tinggi","6.4","Rendah","12.44","Tinggi","  10,993.00 ","Tinggi","67.95","=IF(K217>=80,""Sangat Tinggi"",IF(K217>=70,""Tinggi"",IF(K217>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kota Magelang","77.22","Tinggi","11.2","Tinggi","14.4","Tinggi","  13,175.00 ","Tinggi","81.17","=IF(K218>=80,""Sangat Tinggi"",IF(K218>=70,""Tinggi"",IF(K218>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kota Surakarta","77.63","Tinggi","11","Tinggi","14.9","Tinggi","  15,870.00 ","Tinggi","83.54","=IF(K219>=80,""Sangat Tinggi"",IF(K219>=70,""Tinggi"",IF(K219>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kota Salatiga","77.93","Tinggi","11.24","Tinggi","15.44","Tinggi","  16,650.00 ","Tinggi","84.99","=IF(K220>=80,""Sangat Tinggi"",IF(K220>=70,""Tinggi"",IF(K220>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kota Semarang","77.9","Tinggi","10.81","Tinggi","15.55","Tinggi","  16,420.00 ","Tinggi","84.43","=IF(K221>=80,""Sangat Tinggi"",IF(K221>=70,""Tinggi"",IF(K221>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kota Pekalongan","74.6","Tinggi","9.29","Sedang","12.87","Tinggi","  14,056.00 ","Tinggi","76.71","=IF(K222>=80,""Sangat Tinggi"",IF(K222>=70,""Tinggi"",IF(K222>=60,""Sedang"",""Rendah"")))"
"Jawa Tengah","Kota Tegal","74.84","Tinggi","9.24","Sedang","13.18","Tinggi","  14,013.00 ","Tinggi","77.02","=IF(K223>=80,""Sangat Tinggi"",IF(K223>=70,""Tinggi"",IF(K223>=60,""Sedang"",""Rendah"")))"
"DI Yogyakarta","Kulon Progo","75.35","Tinggi","9.18","Sedang","14.48","Tinggi","  10,723.00 ","Tinggi","75.79","=IF(K224>=80,""Sangat Tinggi"",IF(K224>=70,""Tinggi"",IF(K224>=60,""Sedang"",""Rendah"")))"
"DI Yogyakarta","Bantul","74.64","Tinggi","9.79","Sedang","15.61","Tinggi","  16,524.00 ","Tinggi","81.39","=IF(K225>=80,""Sangat Tinggi"",IF(K225>=70,""Tinggi"",IF(K225>=60,""Sedang"",""Rendah"")))"
"DI Yogyakarta","Gunung Kidul","74.76","Tinggi","7.32","Sedang","13.39","Tinggi","  10,065.00 ","Tinggi","71.24","=IF(K226>=80,""Sangat Tinggi"",IF(K226>=70,""Tinggi"",IF(K226>=60,""Sedang"",""Rendah"")))"
"DI Yogyakarta","Sleman","75.26","Tinggi","11.01","Tinggi","16.77","Tinggi","  16,976.00 ","Tinggi","84.77","=IF(K227>=80,""Sangat Tinggi"",IF(K227>=70,""Tinggi"",IF(K227>=60,""Sedang"",""Rendah"")))"
"DI Yogyakarta","Kota Yogyakarta","75.52","Tinggi","12.11","Tinggi","17.62","Tinggi","  19,920.00 ","Tinggi","88.28","=IF(K228>=80,""Sangat Tinggi"",IF(K228>=70,""Tinggi"",IF(K228>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Pacitan","74.58","Tinggi","7.88","Sedang","12.68","Tinggi","  9,681.00 ","Sedang","70.19","=IF(K229>=80,""Sangat Tinggi"",IF(K229>=70,""Tinggi"",IF(K229>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Ponorogo","75.07","Tinggi","7.78","Sedang","13.77","Tinggi","  10,658.00 ","Tinggi","72.50","=IF(K230>=80,""Sangat Tinggi"",IF(K230>=70,""Tinggi"",IF(K230>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Trenggalek","75.16","Tinggi","7.9","Sedang","12.62","Tinggi","  10,465.00 ","Tinggi","71.73","=IF(K231>=80,""Sangat Tinggi"",IF(K231>=70,""Tinggi"",IF(K231>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Tulungagung","74.99","Tinggi","8.66","Sedang","13.34","Tinggi","  11,565.00 ","Tinggi","74.61","=IF(K232>=80,""Sangat Tinggi"",IF(K232>=70,""Tinggi"",IF(K232>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Blitar","75.12","Tinggi","7.83","Sedang","12.65","Tinggi","  11,499.00 ","Tinggi","72.49","=IF(K233>=80,""Sangat Tinggi"",IF(K233>=70,""Tinggi"",IF(K233>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kediri","74.85","Tinggi","8.24","Sedang","13.62","Tinggi","  11,952.00 ","Tinggi","73.96","=IF(K234>=80,""Sangat Tinggi"",IF(K234>=70,""Tinggi"",IF(K234>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Malang","75.14","Tinggi","7.75","Sedang","13.48","Tinggi","  10,791.00 ","Tinggi","72.16","=IF(K235>=80,""Sangat Tinggi"",IF(K235>=70,""Tinggi"",IF(K235>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Lumajang","74.41","Tinggi","7.14","Sedang","12.16","Tinggi","  9,720.00 ","Sedang","67.87","=IF(K236>=80,""Sangat Tinggi"",IF(K236>=70,""Tinggi"",IF(K236>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Jember","74.02","Tinggi","6.52","Rendah","13.49","Tinggi","  10,277.00 ","Tinggi","68.64","=IF(K237>=80,""Sangat Tinggi"",IF(K237>=70,""Tinggi"",IF(K237>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Banyuwangi","73.93","Tinggi","7.76","Sedang","13.12","Tinggi","  12,820.00 ","Tinggi","72.61","=IF(K238>=80,""Sangat Tinggi"",IF(K238>=70,""Tinggi"",IF(K238>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Bondowoso","73.19","Tinggi","6.36","Rendah","13.32","Tinggi","  11,255.00 ","Tinggi","67.99","=IF(K239>=80,""Sangat Tinggi"",IF(K239>=70,""Tinggi"",IF(K239>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Situbondo","73.22","Tinggi","6.9","Rendah","13.19","Tinggi","  10,702.00 ","Tinggi","69.16","=IF(K240>=80,""Sangat Tinggi"",IF(K240>=70,""Tinggi"",IF(K240>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Probolinggo","73.8","Tinggi","6.29","Rendah","12.63","Tinggi","  11,756.00 ","Tinggi","67.79","=IF(K241>=80,""Sangat Tinggi"",IF(K241>=70,""Tinggi"",IF(K241>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Pasuruan","74.41","Tinggi","7.44","Sedang","12.77","Tinggi","  11,239.00 ","Tinggi","70.29","=IF(K242>=80,""Sangat Tinggi"",IF(K242>=70,""Tinggi"",IF(K242>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Sidoarjo","75.36","Tinggi","10.78","Tinggi","14.97","Tinggi","  15,311.00 ","Tinggi","81.55","=IF(K243>=80,""Sangat Tinggi"",IF(K243>=70,""Tinggi"",IF(K243>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Mojokerto","74.74","Tinggi","9.11","Sedang","12.97","Tinggi","  13,467.00 ","Tinggi","75.53","=IF(K244>=80,""Sangat Tinggi"",IF(K244>=70,""Tinggi"",IF(K244>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Jombang","74.43","Tinggi","8.77","Sedang","13.59","Tinggi","  11,999.00 ","Tinggi","74.60","=IF(K245>=80,""Sangat Tinggi"",IF(K245>=70,""Tinggi"",IF(K245>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Nganjuk","74.43","Tinggi","8.24","Sedang","13.17","Tinggi","  12,821.00 ","Tinggi","73.71","=IF(K246>=80,""Sangat Tinggi"",IF(K246>=70,""Tinggi"",IF(K246>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Madiun","74.59","Tinggi","7.95","Sedang","13.23","Tinggi","  12,259.00 ","Tinggi","72.97","=IF(K247>=80,""Sangat Tinggi"",IF(K247>=70,""Tinggi"",IF(K247>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Magetan","75.19","Tinggi","8.67","Sedang","14.07","Tinggi","  12,495.00 ","Tinggi","75.41","=IF(K248>=80,""Sangat Tinggi"",IF(K248>=70,""Tinggi"",IF(K248>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Ngawi","75.01","Tinggi","7.78","Sedang","12.85","Tinggi","  11,897.00 ","Tinggi","72.47","=IF(K249>=80,""Sangat Tinggi"",IF(K249>=70,""Tinggi"",IF(K249>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Bojonegoro","74.72","Tinggi","7.45","Sedang","12.92","Tinggi","  10,776.00 ","Tinggi","70.85","=IF(K250>=80,""Sangat Tinggi"",IF(K250>=70,""Tinggi"",IF(K250>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Tuban","74.77","Tinggi","7.4","Sedang","12.27","Tinggi","  11,174.00 ","Tinggi","70.34","=IF(K251>=80,""Sangat Tinggi"",IF(K251>=70,""Tinggi"",IF(K251>=60,""Sedang"",""Rendah"")))"
